Cód. Atividade|CNAE|Descrição da Atividade/Equipamento|TFLF 2020|TFLF 2021|TFLF 2022|TFLF 2023|TFLF 2024|TFLF 2025
1139|N8219901|FOTOCÓPIAS|179,79|184,14|201,9648|218,9702|229,0647|238,7771
168|C1011201|FRIGORÍFICO - ABATE DE BOVINOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
171|C1011204|FRIGORÍFICO - ABATE DE BUFALINOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
169|C1011202|FRIGORÍFICO - ABATE DE EQÜINOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
170|C1011203|FRIGORÍFICO - ABATE DE OVINOS E CAPRINOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
175|C1012103|FRIGORÍFICO - ABATE DE SUÍNOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
396|C2451200|FUNDIÇÃO DE FERRO E AÇO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
397|C2452100|FUNDIÇÃO DE METAIS NÃO-FERROSOS E SUAS L|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1024|K6499903|FUNDO GARANTIDOR DE CRÉDITO|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1018|K6470103|FUNDOS DE INVESTIMENTO IMOBILIÁRIOS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1017|K6470102|FUNDOS DE INVESTIMENTO PREVIDENCIÁRIOS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1016|K6470101|FUNDOS DE INVESTIMENTO, EXCETO PREVIDENC|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
578|D3511500|GERAÇÃO DE ENERGIA ELÉTRICA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1120|N7740300|GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCE|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1247|R9003500|GESTÃO DE ESPAÇOS PARA ARTES CÊNICAS, ES|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1255|R9311500|GESTÃO DE INSTALAÇÕES DE ESPORTES|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
587|E3701100|GESTÃO DE REDES DE ESGOTO|831,56|851,69|934,1336|1012,7876|1059,4772|1104,399
1061|L6822600|GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IM|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1289|S9603301|GESTÃO E MANUTENÇÃO DE CEMITÉRIOS|809,11|828,69|908,9072|985,4372|1030,8658|1074,5745
911|H5211702|GUARDA-MÓVEIS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1013|K6461100|HOLDINGS DE INSTITUIÇÕES FINANCEIRAS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1014|K6462000|HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
25|A0121101|HORTICULTURA, EXCETO MORANGO|134,86|138,12|151,49|164,2455|171,8172|179,1022
935|I5510801|HOTÉIS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
633|F4330401|IMPERMEABILIZAÇÃO EM OBRAS DE ENGENHARIA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
294|C1811301|IMPRESSÃO DE JORNAIS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
295|C1811302|IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS P|674,25|690,57|757,4172|821,1917|859,0486|895,4723
296|C1812100|IMPRESSÃO DE MATERIAL DE SEGURANÇA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
298|C1813099|IMPRESSÃO DE MATERIAL PARA OUTROS USOS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
297|C1813001|IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁ|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1135|N8122200|IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
599|F4110700|INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁ|561,88|575,48|631,1865|684,3324|715,8801|746,2334
628|F4329102|INSTALAÇÃO DE EQUIPAMENTOS PARA ORIENTAÇ|674,25|690,57|757,4172|821,1917|859,0486|895,4723
575|C3321000|INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS IN|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
577|C3329599|INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ES|674,25|690,57|757,4172|821,1917|859,0486|895,4723
627|F4329101|INSTALAÇÃO DE PAINÉIS PUBLICITÁRIOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
634|F4330402|INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DI|674,25|690,57|757,4172|821,1917|859,0486|895,4723
625|F4322302|INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENT|674,25|690,57|757,4172|821,1917|859,0486|895,4723
623|F4321500|INSTALAÇÃO E MANUTENÇÃO ELÉTRICA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
629|F4329103|INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE EL|674,25|690,57|757,4172|821,1917|859,0486|895,4723
626|F4322303|INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONT|674,25|690,57|757,4172|821,1917|859,0486|895,4723
624|F4322301|INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1227|Q8711502|INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA I|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1159|O8423000|JUSTIÇA|854,04|874,7|959,371|1040,15|1088,1009|1134,2364
1200|Q8640202|LABORATÓRIOS CLÍNICOS|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1199|Q8640201|LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CI|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1091|M7420003|LABORATÓRIOS FOTOGRÁFICOS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
944|I5611203|LANCHONETES, CASAS DE CHÁ, DE SUCOS E SI|134,86|138,12|151,49|164,2455|171,8172|179,1022
511|C3211601|LAPIDAÇÃO DE GEMAS|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
1284|S9601701|LAVANDERIAS|224,75|230,19|252,4724|273,7306|286,3495|298,4908
1149|N8299704|LEILOEIROS INDEPENDENTES|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1134|N8121400|LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1103|N7719502|LOCAÇÃO DE AERONAVES SEM TRIPULAÇÃO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1101|N7711000|LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1102|N7719501|LOCAÇÃO DE EMBARCAÇÕES SEM TRIPULAÇÃO, E|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1122|N7820500|LOCAÇÃO DE MÃO-DE-OBRA TEMPORÁRIA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1104|N7719599|LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
797|G4713001|LOJAS DE DEPARTAMENTOS OU MAGAZINES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
798|G4713002|LOJAS DE VARIEDADES, EXCETO LOJAS DE DEP|337,13|345,29|378,7141|410,6018|429,5305|447,7426
799|G4713003|LOJAS DUTY FREE DE AEROPORTOS INTERNACIO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1317|L6810203|LOTEAMENTO DE IMóVEIS PRóPRIOS|809,11|828,69|908,9072|985,4372|1030,8658|1074,5745
571|C3316302|MANUTENÇÃO DE AERONAVES NA PISTA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
609|F4221905|MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
607|F4221903|MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE E|674,25|690,57|757,4172|821,1917|859,0486|895,4723
570|C3316301|MANUTENÇÃO E REPARAÇÃO DE AERONAVES, EXC|561,88|575,48|631,1865|684,3324|715,8801|746,2334
540|C3312102|MANUTENÇÃO E REPARAÇÃO DE APARELHOS E IN|561,88|575,48|631,1865|684,3324|715,8801|746,2334
541|C3312103|MANUTENÇÃO E REPARAÇÃO DE APARELHOS ELET|561,88|575,48|631,1865|684,3324|715,8801|746,2334
544|C3313902|MANUTENÇÃO E REPARAÇÃO DE BATERIAS E ACU|561,88|575,48|631,1865|684,3324|715,8801|746,2334
549|C3314704|MANUTENÇÃO E REPARAÇÃO DE COMPRESSORES|561,88|575,48|631,1865|684,3324|715,8801|746,2334
572|C3317101|MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES E|561,88|575,48|631,1865|684,3324|715,8801|746,2334
573|C3317102|MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES PA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
550|C3314705|MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS D|561,88|575,48|631,1865|684,3324|715,8801|746,2334
574|C3319800|MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E|449,5|460,38|504,9448|547,4611|572,6991|596,9815
542|C3312104|MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E|561,88|575,48|631,1865|684,3324|715,8801|746,2334
547|C3314702|MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS H|561,88|575,48|631,1865|684,3324|715,8801|746,2334
539|C3312101|MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS T|561,88|575,48|631,1865|684,3324|715,8801|746,2334
543|C3313901|MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
554|C3314709|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS DE ES|427,03|437,36|479,6964|520,0869|544,0629|567,1312
552|C3314707|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
567|C3314722|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
566|C3314721|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
560|C3314715|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|674,25|690,57|757,4172|821,1917|859,0486|895,4723
565|C3314720|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|561,88|575,48|631,1865|684,3324|715,8801|746,2334
559|C3314714|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|674,25|690,57|757,4172|821,1917|859,0486|895,4723
562|C3314717|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|561,88|575,48|631,1865|684,3324|715,8801|746,2334
564|C3314719|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|561,88|575,48|631,1865|684,3324|715,8801|746,2334
555|C3314710|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|427,03|437,36|479,6964|520,0869|544,0629|567,1312
556|C3314711|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQU|561,88|575,48|631,1865|684,3324|715,8801|746,2334
546|C3314701|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS MOTRI|561,88|575,48|631,1865|684,3324|715,8801|746,2334
563|C3314718|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS PARA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
558|C3314713|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS-FERRA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
545|C3313999|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APAR|561,88|575,48|631,1865|684,3324|715,8801|746,2334
551|C3314706|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APAR|561,88|575,48|631,1865|684,3324|715,8801|746,2334
553|C3314708|MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, EQUI|561,88|575,48|631,1865|684,3324|715,8801|746,2334
674|G4543900|MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E|67,42|69,05|75,734|82,1108|85,8962|89,5382
568|C3314799|MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQUINA|561,88|575,48|631,1865|684,3324|715,8801|746,2334
538|C3311200|MANUTENÇÃO E REPARAÇÃO DE TANQUES, RESER|561,88|575,48|631,1865|684,3324|715,8801|746,2334
557|C3314712|MANUTENÇÃO E REPARAÇÃO DE TRATORES AGRÍC|561,88|575,48|631,1865|684,3324|715,8801|746,2334
561|C3314716|MANUTENÇÃO E REPARAÇÃO DE TRATORES, EXCE|561,88|575,48|631,1865|684,3324|715,8801|746,2334
548|C3314703|MANUTENÇÃO E REPARAÇÃO DE VÁLVULAS INDUS|561,88|575,48|631,1865|684,3324|715,8801|746,2334
569|C3315500|MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS FERRO|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1083|M7319003|MARKETING DIRETO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
172|C1011205|MATADOURO - ABATE DE RESES SOB CONTRATO,|449,5|460,38|504,9448|547,4611|572,6991|596,9815
176|C1012104|MATADOURO - ABATE DE SUÍNOS SOB CONTRATO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1146|N8299701|MEDIÇÃO DE CONSUMO DE ENERGIA ELÉTRICA,|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
395|C2449199|METALURGIA DE OUTROS METAIS NÃO-FERROSOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
391|C2443100|METALURGIA DO COBRE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
406|C2532202|METALURGIA DO PÓ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
390|C2442300|METALURGIA DOS METAIS PRECIOSOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
194|C1062700|MOAGEM DE TRIGO E FABRICAÇÃO DE DERIVADO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
201|C1069400|MOAGEM E FABRICAÇÃO DE PRODUTOS DE ORIGE|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
614|F4292801|MONTAGEM DE ESTRUTURAS METÁLICAS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
641|F4399102|MONTAGEM E DESMONTAGEM DE ANDAIMES E OUT|337,13|345,29|378,7141|410,6018|429,5305|447,7426
630|F4329104|MONTAGEM E INSTALAÇÃO DE SISTEMAS E EQUI|674,25|690,57|757,4172|821,1917|859,0486|895,4723
937|I5510803|MOTÉIS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
899|H5030101|NAVEGAÇÃO DE APOIO MARÍTIMO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
900|H5030102|NAVEGAÇÃO DE APOIO PORTUÁRIO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
635|F4330403|OBRAS DE ACABAMENTO EM GESSO E ESTUQUE|674,25|690,57|757,4172|821,1917|859,0486|895,4723
642|F4399103|OBRAS DE ALVENARIA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
639|F4391600|OBRAS DE FUNDAÇÕES|674,25|690,57|757,4172|821,1917|859,0486|895,4723
611|F4222702|OBRAS DE IRRIGAÇÃO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
615|F4292802|OBRAS DE MONTAGEM INDUSTRIAL|674,25|690,57|757,4172|821,1917|859,0486|895,4723
621|F4313400|OBRAS DE TERRAPLENAGEM|674,25|690,57|757,4172|821,1917|859,0486|895,4723
604|F4213800|OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
613|F4291000|OBRAS PORTUÁRIAS, MARÍTIMAS E FLUVIAIS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
924|H5240101|OPERAÇÃO DOS AEROPORTOS E CAMPOS DE ATER|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
921|H5231102|OPERAÇÕES DE TERMINAIS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
930|H5250805|OPERADOR DE TRANSPORTE MULTIMODAL - OTM|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1050|K6619305|OPERADORAS DE CARTÕES DE DÉBITO|719,2|736,6|807,9029|875,9283|916,3086|955,1601
981|J6143400|OPERADORAS DE TELEVISÃO POR ASSINATURA P|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
980|J6142600|OPERADORAS DE TELEVISÃO POR ASSINATURA P|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
979|J6141800|OPERADORAS DE TELEVISÃO POR ASSINATURA P|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
1125|N7912100|OPERADORES TURÍSTICOS|584,36|598,5|656,4348|711,7066|744,5163|776,0838
1234|Q8730101|ORFANATOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1301|U9900800|ORGANISMOS INTERNACIONAIS E OUTRAS INSTI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
883|H4929904|ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS ROD|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
882|H4929903|ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS ROD|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
929|H5250804|ORGANIZAÇÃO LOGÍSTICA DO TRANSPORTE DE C|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1051|K6619399|OUTRAS ATIVIDADES AUXILIARES DOS SERVIÇO|719,2|736,6|807,9029|875,9283|916,3086|955,1601
919|H5229099|OUTRAS ATIVIDADES AUXILIARES DOS TRANSPO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1225|Q8690999|OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUM|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1185|P8599699|OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFI|202,28|207,17|227,2241|246,3563|257,7133|268,6404
993|J6399200|OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇ|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1085|M7319099|OUTRAS ATIVIDADES DE PUBLICIDADE NÃO ESP|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1265|R9329899|OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER N|337,13|345,29|378,7141|410,6018|429,5305|447,7426
1027|K6499999|OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
1299|S9609299|OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS N|224,75|230,19|252,4724|273,7306|286,3495|298,4908
1153|N8299799|OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
984|J6190699|OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃ|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1288|S9602502|OUTRAS ATIVIDADES DE TRATAMENTO DE BELEZ|44,96|46,05|50,5076|54,7604|57,2848|59,7137
1259|R9319199|OUTRAS ATIVIDADES ESPORTIVAS NÃO ESPECIF|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1099|M7490199|OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍF|449,5|460,38|504,9448|547,4611|572,6991|596,9815
638|F4330499|OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
617|F4299599|OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESP|674,25|690,57|757,4172|821,1917|859,0486|895,4723
632|F4329199|OUTRAS OBRAS DE INSTALAÇÕES EM CONSTRUÇÕ|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1015|K6463800|OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCET|1393,45|1427,17|1565,3201|1697,12|1775,3572|1850,6324
941|I5590699|OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANT|67,42|69,05|75,734|82,1108|85,8962|89,5382
685|G4618499|OUTROS REPRESENTANTES COMERCIAIS E AGENT|449,5|460,38|504,9448|547,4611|572,6991|596,9815
247|C1340599|OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, T|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
907|H5112999|OUTROS SERVIÇOS DE TRANSPORTE AÉREO DE P|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
904|H5099899|OUTROS TRANSPORTES AQUAVIÁRIOS NÃO ESPEC|674,25|690,57|757,4172|821,1917|859,0486|895,4723
884|H4929999|OUTROS TRANSPORTES RODOVIÁRIOS DE PASSAG|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
801|G4721102|PADARIA E CONFEITARIA COM PREDOMINÂNCIA|112,38|115,1|126,2417|136,8712|143,181|149,2519
800|G4721101|PADARIA E CONFEITARIA COM PREDOMINÂNCIA|112,38|115,1|126,2417|136,8712|143,181|149,2519
1260|R9321200|PARQUES DE DIVERSÃO E PARQUES TEMÁTICOS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
805|G4722902|PEIXARIA|112,38|115,1|126,2417|136,8712|143,181|149,2519
129|B0710302|PELOTIZAÇÃO, SINTERIZAÇÃO E OUTROS BENEF|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
940|I5590603|PENSÕES (ALOJAMENTO)|134,86|138,12|151,49|164,2455|171,8172|179,1022
644|F4399105|PERFURAÇÃO E CONSTRUÇÃO DE POÇOS DE ÁGUA|674,25|690,57|757,4172|821,1917|859,0486|895,4723
620|F4312600|PERFURAÇÕES E SONDAGENS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
1052|K6621501|PERITOS E AVALIADORES DE SEGUROS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
106|A0312402|PESCA DE CRUSTÁCEOS E MOLUSCOS EM ÁGUA D|134,86|138,12|151,49|164,2455|171,8172|179,1022
102|A0311602|PESCA DE CRUSTÁCEOS E MOLUSCOS EM ÁGUA S|134,86|138,12|151,49|164,2455|171,8172|179,1022
105|A0312401|PESCA DE PEIXES EM ÁGUA DOCE|134,86|138,12|151,49|164,2455|171,8172|179,1022
101|A0311601|PESCA DE PEIXES EM ÁGUA SALGADA|134,86|138,12|151,49|164,2455|171,8172|179,1022
1078|M7220700|PESQUISA E DESENVOLVIMENTO EXPERIMENTAL|516,92|529,43|580,6788|629,572|658,5952|686,5197
1077|M7210000|PESQUISA E DESENVOLVIMENTO EXPERIMENTAL|516,92|529,43|580,6788|629,572|658,5952|686,5197
1086|M7320300|PESQUISAS DE MERCADO E DE OPINIÃO PÚBLIC|449,5|460,38|504,9448|547,4611|572,6991|596,9815
602|F4211102|PINTURA PARA SINALIZAÇÃO EM PISTAS RODOV|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1029|K6511102|PLANOS DE AUXÍLIO-FUNERAL|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
1035|K6550200|PLANOS DE SAÚDE|719,2|736,6|807,9029|875,9283|916,3086|955,1601
991|J6319400|PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
619|F4311802|PREPARAÇÃO DE CANTEIRO E LIMPEZA DE TERR|561,88|575,48|631,1865|684,3324|715,8801|746,2334
1140|N8219999|PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPE|449,5|460,38|504,9448|547,4611|572,6991|596,9815
364|C2330305|PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
178|C1013902|PREPARAÇÃO DE SUBPRODUTOS DO ABATE|449,5|460,38|504,9448|547,4611|572,6991|596,9815
189|C1051100|PREPARAÇÃO DO LEITE|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
237|C1311100|PREPARAÇÃO E FIAÇÃO DE FIBRAS DE ALGODÃO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
238|C1312000|PREPARAÇÃO E FIAÇÃO DE FIBRAS TÊXTEIS NA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
179|C1020101|PRESERVAÇÃO DE PEIXES, CRUSTÁCEOS E MOLU|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1034|K6542100|PREVIDÊNCIA COMPLEMENTAR ABERTA|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
1033|K6541300|PREVIDÊNCIA COMPLEMENTAR FECHADA|943,95|966,79|1060,3753|1149,6589|1202,6581|1253,6508
232|C1210700|PROCESSAMENTO INDUSTRIAL DO FUMO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
388|C2441501|PRODUÇÃO DE ALUMÍNIO E SUAS LIGAS EM FOR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
384|C2424501|PRODUÇÃO DE ARAMES DE AÇO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
405|C2532201|PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE META|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
94|A0220902|PRODUÇÃO DE CARVÃO VEGETAL - FLORESTAS N|449,5|460,38|504,9448|547,4611|572,6991|596,9815
90|A0210108|PRODUÇÃO DE CARVÃO VEGETAL - FLORESTAS P|449,5|460,38|504,9448|547,4611|572,6991|596,9815
91|A0210109|PRODUÇÃO DE CASCA DE ACÁCIA-NEGRA - FLOR|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1241|R9001904|PRODUÇÃO DE ESPETÁCULOS CIRCENSES, DE MA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1240|R9001903|PRODUÇÃO DE ESPETÁCULOS DE DANÇA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
1242|R9001905|PRODUÇÃO DE ESPETÁCULOS DE RODEIOS, VAQU|449,5|460,38|504,9448|547,4611|572,6991|596,9815
377|C2411300|PRODUÇÃO DE FERRO-GUSA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
378|C2412100|PRODUÇÃO DE FERROLIGAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
959|J5911102|PRODUÇÃO DE FILMES PARA PUBLICIDADE|449,5|460,38|504,9448|547,4611|572,6991|596,9815
403|C2531401|PRODUÇÃO DE FORJADOS DE AÇO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
404|C2531402|PRODUÇÃO DE FORJADOS DE METAIS NÃO-FERRO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
582|D3520401|PRODUÇÃO DE GÁS; PROCESSAMENTO DE GÁS NA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
389|C2441502|PRODUÇÃO DE LAMINADOS DE ALUMÍNIO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
393|C2449102|PRODUÇÃO DE LAMINADOS DE ZINCO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
